"id","scientificName","scientificNameAuthorship","eventDate","decimalLongitude","decimalLatitude","institutionCode","collectionCode","catalogNumber","scientificNameID","originalscientificname","acceptedNameUsage","acceptedNameUsageID","accessRights","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","class","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","countryCode","county","dataGeneralizations","datasetID","dateIdentified","depth","division","dynamicProperties","establishmentMeans","eventID","eventRemarks","eventTime","family","fieldNotes","fieldNumber","footprintSRS","footprintWKT","forma","genus","geodeticDatum","habitat","higherClassification","higherGeography","higherGeographyID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","individualCount","individualID","informationWithheld","infraclass","infrakingdom","infraorder","infraphylum","institutionID","island","islandGroup","kingdom","language","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","materialSampleID","maximumDepthInMeters","minimumDepthInMeters","modified","municipality","nameAccordingTo","nameAccordingToID","namePublishedIn","namePublishedInID","occurrenceID","occurrenceRemarks","occurrenceStatus","order","originalNameUsage","originalNameUsageID","otherCatalogNumbers","ownerInstitutionCode","parvorder","phylum","qc","recordNumber","recordedBy","references","reproductiveCondition","resource_id","rights","rightsHolder","section","sex","source","species","stateProvince","subclass","subdivision","subfamily","subforma","subgenus","subkingdom","suborder","subphylum","subsection","subspecies","subterclass","subtribe","subvariety","superclass","superfamily","superorder","supertribe","taxonConceptID","taxonID","taxonRank","taxonRemarks","taxonomicStatus","taxonomicgroup","tribe","type","typeStatus","valid_id","variety","vernacularName","waterBody","worms_id","year"
540275,"Octopus vulgaris","Cuvier, 1797","2001-02-19 12:00:00",10.708000183105499,36.1580009460449,"INSTM","TRAWL","INSTM-TRAWL-003862","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,86,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073217151,,,,,140,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2001"
544384,"Octopus vulgaris","Cuvier, 1797","1980-11-07 12:00:00",-82.6391677856445,26.2797203063965,"USNM","Invertebrate Zoology: Mollusks","816776.489851","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,26.2,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073118847,,,,,500,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"1980"
564528,"Octopus vulgaris","Cuvier, 1797","1909-12-16 12:00:00",122.633331298828,-5.456669807434079,"USNM","Invertebrate Zoology: Mollusks","575496.421463","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,40,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,"3",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1006075519,,,,,500,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"1909"
573900,"Octopus vulgaris","Cuvier, 1797","2003-06-11 12:00:00",11.4820003509521,35.5340003967285,"INSTM","TRAWL","INSTM-TRAWL-003836","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,82,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073217151,,,,,140,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2003"
614686,"Octopus vulgaris","Cuvier, 1797","1987-01-12 12:00:00",16.4899997711182,-32.3600006103516,"MCM","DEM","MCM-DEM-121004","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,374,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1070067327,,,,,161,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"1987"
634884,"Octopus vulgaris","Cuvier, 1797","1998-06-03 12:00:00",11.1569995880127,36.6590003967285,"INSTM","TRAWL","INSTM-TRAWL-003886","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,74,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073217151,,,,,140,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"1998"
660719,"Octopus vulgaris","Cuvier, 1797","1880-03-01 12:00:00",-79.9499969482422,32.7999992370605,"USNM","Invertebrate Zoology: Mollusks","731186.457853","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073118847,,,,,500,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"1880"
698792,"Octopus vulgaris","Cuvier, 1797","1999-06-02 12:00:00",10.7170000076294,37.416999816894496,"INSTM","TRAWL","INSTM-TRAWL-003905","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,262,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073217151,,,,,140,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"1999"
699362,"Octopus vulgaris","Cuvier, 1797","2001-10-14 07:22:12",17.370000839233402,-34.1500015258789,"MCM","DEM","MCM-DEM-192863","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,511,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1070067327,,,,,161,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2001"
739299,"Octopus vulgaris","Cuvier, 1797","2002-10-15 12:00:00",10.958000183105499,36.541999816894496,"INSTM","TRAWL","INSTM-TRAWL-003878","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,48,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073217151,,,,,140,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2002"
750078,"Octopus vulgaris","Cuvier, 1797","1977-10-05 12:00:00",-5.699999809265139,-15.916999816894501,"USNM","Invertebrate Zoology: Mollusks","815237.488350","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1070038655,,,,,500,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"1977"
759932,"Octopus vulgaris","Cuvier, 1797","2004-09-15 17:21:36",17.3899993896484,-34.1500015258789,"MCM","DEM","MCM-DEM-200987","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,461,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1070067327,,,,,161,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2004"
840313,"Octopus vulgaris","Cuvier, 1797","2002-10-16 12:00:00",11.6420001983643,35.7750015258789,"INSTM","TRAWL","INSTM-TRAWL-003842","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,139,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073217151,,,,,140,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2002"
840316,"Octopus vulgaris","Cuvier, 1797","1999-08-18 12:00:00",12.7170000076294,35.0330009460449,"INSTM","TRAWL","INSTM-TRAWL-003819","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,57,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073217151,,,,,140,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"1999"
840881,"Octopus vulgaris","Cuvier, 1797","2006-01-30 07:00:36",16.1599998474121,-31.3899993896484,"MCM","DEM","MCM-DEM-205919","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,424,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1070067327,,,,,161,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"2006"
851376,"Octopus vulgaris","Cuvier, 1797","1981-07-18 12:00:00",-83.5352783203125,26.763610839843803,"USNM","Invertebrate Zoology: Mollusks","816737.489812","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,55.2,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073118847,,,,,500,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"1981"
900776,"Octopus vulgaris","Cuvier, 1797",,-54.75,7.416699886322019,,,"495","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073217086,,,,,3,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,
952475,"Octopus vulgaris","Cuvier, 1797",,-81.8330001831055,30,"USNM","Invertebrate Zoology: Mollusks","574733.420757","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073118751,,,,,500,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,
980324,"Octopus vulgaris","Cuvier, 1797","1999-06-03 12:00:00",10.491999626159698,37.1920013427734,"INSTM","TRAWL","INSTM-TRAWL-003897","urn:lsid:marinespecies.org:taxname:140605","Octopus vulgaris",,,,,,,,,,,"Cephalopoda",,,,,,,,,,140,,,,,,,"Octopodidae",,,,,,"Octopus",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Octopoda",,,,,,"Mollusca",1073217151,,,,,140,,,,,,"Octopus vulgaris",,"Coleoidea",,,,,,"Incirrata",,,,,,,,"Octopodoidea","Octopodiformes",,,,,,,"Cephalopoda",,,,699131,,,,140605,"1999"
